Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Previous Purchases,Frequency of Purchases
31,Female,Socks,Clothing,53,Maine,XL,White,Winter,No,42,Fortnightly
38,Female,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,No,14,Monthly
36,Female,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,No,49,Bi-Weekly
65,Female,Backpack,Accessories,88,Alaska,L,Black,Spring,No,3,Quarterly
27,Female,Hat,Accessories,52,Illinois,M,Brown,Summer,No,28,Monthly
38,Female,Gloves,Accessories,22,Idaho,M,Orange,Fall,No,41,Quarterly
58,Female,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,No,11,Weekly
31,Female,Skirt,Clothing,34,Washington,M,White,Spring,No,46,Weekly
28,Female,Handbag,Accessories,39,West Virginia,M,White,Spring,No,15,Weekly
28,Female,Sunglasses,Accessories,53,Maine,M,Violet,Fall,No,15,Monthly
32,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,No,34,Weekly
61,Female,Handbag,Accessories,85,Massachusetts,L,Beige,Summer,No,13,Monthly
38,Female,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,No,27,Monthly
54,Female,Socks,Clothing,63,Hawaii,M,Brown,Summer,No,37,Weekly
29,Female,Shirt,Clothing,44,Virginia,M,Orange,Spring,No,37,Monthly
50,Female,Sneakers,Footwear,95,New York,XL,Cyan,Summer,No,4,Every 3 Months
32,Female,Belt,Accessories,49,Delaware,M,Charcoal,Summer,No,1,Every 3 Months
38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,No,29,Quarterly
52,Female,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,No,50,Annually
61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,No,38,Bi-Weekly
25,Female,Jewelry,Accessories,93,Iowa,M,Peach,Spring,No,15,Annually
22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,No,44,Every 3 Months
47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,No,14,Weekly
50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,No,5,Monthly
45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,No,11,Annually
33,Female,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,No,15,Annually
42,Female,Boots,Footwear,67,Vermont,M,Silver,Winter,No,46,Annually
52,Female,Dress,Clothing,88,Montana,M,Olive,Fall,No,30,Monthly
69,Female,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,No,2,Annually
55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,No,28,Monthly
38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,No,9,Quarterly
57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,No,47,Weekly
33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,No,21,Bi-Weekly
57,Female,Pants,Clothing,40,California,L,Pink,Fall,No,42,Every 3 Months
52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,No,28,Weekly
44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,No,13,Fortnightly
48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,No,25,Fortnightly
52,Female,Boots,Footwear,49,Oklahoma,L,Orange,Fall,No,38,Every 3 Months
34,Female,Sneakers,Footwear,36,Indiana,L,Silver,Summer,No,40,Annually
26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,No,25,Every 3 Months
36,Female,Belt,Accessories,62,Vermont,S,Blue,Fall,No,20,Every 3 Months
24,Female,Jewelry,Accessories,74,Kansas,M,White,Winter,No,44,Bi-Weekly
30,Female,Handbag,Accessories,100,Utah,L,Yellow,Fall,No,9,Every 3 Months
31,Female,Jacket,Outerwear,39,New York,S,Indigo,Fall,No,11,Every 3 Months
25,Female,Boots,Footwear,65,Indiana,M,Blue,Summer,No,3,Fortnightly
57,Female,Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,No,34,Weekly
61,Female,Scarf,Accessories,68,Georgia,XL,Lavender,Winter,No,48,Every 3 Months
30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,No,28,Fortnightly
38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,No,20,Annually
53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,No,49,Fortnightly
31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,No,14,Weekly
70,Female,Gloves,Accessories,93,New Jersey,L,Teal,Fall,No,9,Monthly
21,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,No,37,Annually
33,Female,Dress,Clothing,45,Wisconsin,M,Orange,Summer,No,4,Weekly
60,Female,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,No,1,Quarterly
45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,No,36,Bi-Weekly
46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,No,21,Bi-Weekly
62,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,No,16,Monthly
63,Female,Skirt,Clothing,36,Louisiana,L,Black,Winter,No,42,Monthly
69,Female,Socks,Clothing,55,Nevada,S,Pink,Spring,No,31,Monthly
46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,No,6,Weekly
69,Female,Shirt,Clothing,91,Illinois,M,Teal,Fall,No,24,Monthly
66,Female,Dress,Clothing,71,Utah,L,Green,Summer,No,7,Bi-Weekly
41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,No,25,Weekly
32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,No,18,Bi-Weekly
69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,No,14,Quarterly
29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,No,42,Bi-Weekly
70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,No,6,Every 3 Months
41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,No,14,Every 3 Months
31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,No,30,Quarterly
31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,No,10,Monthly
57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,No,7,Weekly
29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,No,28,Quarterly
70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,No,19,Quarterly
51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,No,13,Every 3 Months
45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,No,23,Fortnightly
18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,No,5,Weekly
37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,No,17,Bi-Weekly
23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,No,31,Weekly
39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,No,19,Weekly
62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,No,8,Fortnightly
70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,No,15,Annually
20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,No,18,Every 3 Months
42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,No,16,Annually
41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,No,13,Monthly
24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,No,38,Every 3 Months
37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,No,27,Bi-Weekly
30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,No,31,Quarterly
58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,No,24,Bi-Weekly
43,Female,Boots,Footwear,41,Texas,M,Green,Summer,No,21,Bi-Weekly
19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,No,15,Annually
23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,No,48,Every 3 Months
65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,No,47,Quarterly
58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,No,23,Weekly
50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,No,4,Quarterly
67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,No,47,Every 3 Months
40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,No,7,Monthly
55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,No,6,Annually
52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,No,47,Quarterly
62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,No,7,Every 3 Months
64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,No,1,Quarterly
43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,No,23,Weekly
61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,No,30,Monthly
26,Female,Backpack,Accessories,58,California,XL,Green,Summer,No,24,Quarterly
22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,No,9,Weekly
51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,No,25,Quarterly
69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,No,18,Bi-Weekly
50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,No,7,Fortnightly
51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,No,2,Annually
56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,No,36,Annually
59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,No,31,Bi-Weekly
18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,No,10,Fortnightly
48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,No,27,Monthly
53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,No,14,Every 3 Months
45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,No,17,Monthly
21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,No,10,Quarterly
42,Female,Socks,Clothing,37,Florida,L,Black,Winter,No,4,Bi-Weekly
60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,No,25,Every 3 Months
21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,No,3,Bi-Weekly
69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,No,47,Fortnightly
40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,No,41,Bi-Weekly
31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,No,28,Every 3 Months
44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,No,49,Every 3 Months
48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,No,7,Fortnightly
32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,No,22,Monthly
42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,No,34,Monthly
27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,No,5,Bi-Weekly
69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,No,15,Bi-Weekly
67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,No,26,Weekly
41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,No,3,Fortnightly
46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,No,42,Quarterly
47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,No,1,Monthly
33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,No,20,Every 3 Months
51,Female,Backpack,Accessories,96,California,L,Green,Fall,No,39,Monthly
26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,No,24,Fortnightly
22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,No,49,Quarterly
49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,No,7,Bi-Weekly
58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,No,13,Every 3 Months
70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,No,2,Weekly
32,Female,Boots,Footwear,40,California,M,Indigo,Winter,No,4,Weekly
62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,No,17,Quarterly
52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,No,43,Bi-Weekly
23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,No,6,Monthly
26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,No,46,Quarterly
58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,No,7,Bi-Weekly
26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,No,34,Fortnightly
54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,No,21,Every 3 Months
66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,No,13,Bi-Weekly
60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,No,33,Bi-Weekly
32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,No,24,Bi-Weekly
48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,No,4,Annually
69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,No,5,Bi-Weekly
64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,No,11,Weekly
56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,No,20,Annually
22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,No,28,Quarterly
46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,No,43,Monthly
24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,No,10,Every 3 Months
47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,No,26,Every 3 Months
62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,No,29,Monthly
34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,No,35,Quarterly
50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,No,23,Bi-Weekly
29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,No,15,Quarterly
68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,No,46,Annually
52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,No,14,Bi-Weekly
29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,No,17,Every 3 Months
22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,No,9,Weekly
62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,No,13,Fortnightly
69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,No,20,Monthly
48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,No,39,Quarterly
66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,No,50,Quarterly
42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,No,21,Bi-Weekly
50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,No,3,Weekly
32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,No,9,Fortnightly
51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,No,29,Bi-Weekly
27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,No,42,Weekly
43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,No,41,Fortnightly
48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,No,17,Monthly
62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,No,20,Annually
65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,No,18,Bi-Weekly
50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,No,7,Monthly
60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,No,47,Fortnightly
19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,No,2,Bi-Weekly
21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,No,25,Quarterly
19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,No,26,Annually
46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,No,2,Weekly
21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,No,45,Bi-Weekly
26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,No,9,Bi-Weekly
50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,No,1,Weekly
43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,No,4,Bi-Weekly
61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,No,31,Quarterly
63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,No,21,Every 3 Months
46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,No,32,Fortnightly
63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,No,16,Weekly
23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,No,34,Fortnightly
57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,No,40,Bi-Weekly
57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,No,4,Every 3 Months
33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,No,3,Quarterly
57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,No,28,Bi-Weekly
55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,No,43,Every 3 Months
65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,No,20,Annually
60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,No,40,Every 3 Months
52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,No,34,Every 3 Months
34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,No,11,Every 3 Months
33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,No,26,Quarterly
58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,No,29,Bi-Weekly
35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,No,47,Weekly
68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,No,48,Fortnightly
58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,No,29,Bi-Weekly
34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,No,14,Monthly
47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,No,40,Every 3 Months
35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,No,4,Weekly
34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,No,37,Weekly
36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,No,47,Bi-Weekly
23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,No,1,Quarterly
68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,No,26,Quarterly
23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,No,12,Quarterly
57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,No,16,Fortnightly
21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,No,19,Annually
45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,No,21,Weekly
37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,No,15,Weekly
18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,No,9,Annually
55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,No,7,Bi-Weekly
52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,No,47,Quarterly
49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,No,17,Monthly
56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,No,46,Fortnightly
27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,No,32,Quarterly
22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,No,34,Annually
18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,No,18,Monthly
21,Female,Belt,Accessories,34,Maine,L,Red,Fall,No,5,Fortnightly
30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,No,44,Monthly
62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,No,4,Quarterly
28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,No,37,Fortnightly
66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,No,43,Monthly
66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,No,28,Quarterly
49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,No,36,Monthly
40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,No,16,Annually
49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,No,38,Every 3 Months
19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,No,37,Fortnightly
24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,No,9,Bi-Weekly
31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,No,14,Fortnightly
35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,No,3,Weekly
65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,No,10,Fortnightly
68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,No,26,Bi-Weekly
57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,No,30,Bi-Weekly
69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,No,32,Fortnightly
45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,No,35,Monthly
35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,No,26,Every 3 Months
36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,No,39,Monthly
55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,No,31,Monthly
66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,No,28,Annually
57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,No,12,Bi-Weekly
18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,No,46,Weekly
31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,No,27,Every 3 Months
50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,No,4,Annually
50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,No,14,Every 3 Months
61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,No,30,Quarterly
52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,No,6,Annually
38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,No,43,Annually
67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,No,28,Weekly
42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,No,39,Monthly
25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,No,30,Bi-Weekly
41,Female,Jeans,Clothing,78,California,S,Purple,Fall,No,5,Fortnightly
62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,No,42,Every 3 Months
19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,No,20,Fortnightly
63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,No,35,Fortnightly
43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,No,10,Bi-Weekly
68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,No,36,Quarterly
24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,No,21,Fortnightly
27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,No,29,Every 3 Months
61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,No,39,Weekly
59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,No,16,Monthly
67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,No,32,Monthly
46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,No,34,Monthly
65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,No,38,Annually
63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,No,14,Annually
57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,No,23,Bi-Weekly
40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,No,50,Every 3 Months
36,Female,Boots,Footwear,52,California,M,Brown,Winter,No,49,Monthly
67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,No,14,Annually
61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,No,42,Weekly
64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,No,39,Annually
30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,No,43,Bi-Weekly
53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,No,12,Monthly
27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,No,21,Weekly
27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,No,33,Monthly
53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,No,6,Annually
34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,No,10,Every 3 Months
39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,No,18,Weekly
44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,No,46,Weekly
37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,No,49,Monthly
57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,No,39,Weekly
38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,No,16,Monthly
21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,No,28,Annually
45,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,No,22,Quarterly
68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,No,36,Bi-Weekly
37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,No,18,Monthly
53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,No,31,Weekly
57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,No,38,Fortnightly
28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,No,42,Quarterly
37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,No,27,Annually
54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,No,24,Monthly
49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,No,38,Annually
62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,No,9,Annually
45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,No,19,Monthly
45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,No,11,Bi-Weekly
49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,No,16,Quarterly
27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,No,18,Monthly
63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,No,8,Monthly
61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,No,4,Weekly
25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,No,37,Quarterly
33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,No,30,Monthly
56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,No,37,Monthly
50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,No,30,Quarterly
45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,No,17,Weekly
45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,No,11,Every 3 Months
65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,No,42,Annually
63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,No,20,Weekly
70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,No,37,Monthly
53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,No,12,Fortnightly
22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,No,41,Quarterly
26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,No,32,Quarterly
23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,No,15,Weekly
25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,No,39,Quarterly
69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,No,48,Fortnightly
36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,No,8,Fortnightly
